idCity,name,uf,idState
4471,Santa Rosa de Lima,SC,25
4472,Santa Rosa de Viterbo,SP,26
4473,Santa Rosa do Piauí,PI,17
4474,Santa Rosa do Purus,AC,1
4475,Santa Rosa do Sul,SC,25
4476,Santa Rosa do Tocantins,TO,26
4477,Santa Salete,SP,26
4478,Santa Teresa,ES,7
4479,Santa Teresinha,PB,16
4480,Santa Tereza,RS,23
4481,Santa Tereza de Goiás,GO,8
4482,Santa Tereza do Oeste,PR,18
4483,Santa Tereza do Tocantins,TO,26
4484,Santa Terezinha,PE,16
4485,Santa Terezinha,BA,4
4486,Santa Terezinha,SC,25
4487,Santa Terezinha,MT,13
4488,Santa Terezinha de Goiás,GO,8
4489,Santa Terezinha de Itaipu,PR,18
4490,Santa Terezinha do Progresso,SC,25
4491,Santa Terezinha do Tocantins,TO,26
4492,Santa Vitória,MG,12
4493,Santa Vitória do Palmar,RS,23
4494,Santaluz,BA,4
4495,Santana,AP,4
4496,Santana,BA,4
4497,Santana da Boa Vista,RS,23
4498,Santana da Ponte Pensa,SP,26
4499,Santana da Vargem,MG,12
4500,Santana de Cataguases,MG,12
4501,Santana de Mangueira,PB,16
4502,Santana de Parnaíba,SP,26
4503,Santana de Pirapama,MG,12
4504,Santana do Acaraú,CE,5
4505,Santana do Araguaia,PA,13
4506,Santana do Cariri,CE,5
4507,Santana do Deserto,MG,12
4508,Santana do Garambéu,MG,12
4509,Santana do Ipanema,AL,1
4510,Santana do Itararé,PR,18
4511,Santana do Jacaré,MG,12
4512,Santana do Manhuaçu,MG,12
4513,Santana do Maranhão,MA,9
4514,Santana do Matos,RN,21
4515,Santana do Mundaú,AL,1
4516,Santana do Paraíso,MG,12
4517,Santana do Piauí,PI,17
4518,Santana do Riacho,MG,12
4519,Santana do São Francisco,SE,25
4520,Santana do Seridó,RN,21
4521,Santana dos Garrotes,PB,16
4522,Santana dos Montes,MG,12
4523,Santanópolis,BA,4
4524,Santarém,PA,13
4525,Santarém Novo,PA,13
4526,Santiago,RS,23
4527,Santiago do Sul,SC,25
4528,Santo Afonso,MT,13
4529,Santo Amaro,BA,4
4530,Santo Amaro da Imperatriz,SC,25
4531,Santo Amaro das Brotas,SE,25
4532,Santo Amaro do Maranhão,MA,9
4533,Santo Anastácio,SP,26
4534,Santo André,PB,16
4535,Santo André,SP,26
4536,Santo Ângelo,RS,23
4537,Santo Antônio,RN,21
4538,Santo Antônio da Alegria,SP,26
4539,Santo Antônio da Barra,GO,8
4540,Santo Antônio da Patrulha,RS,23
4541,Santo Antônio da Platina,PR,18
4542,Santo Antônio das Missões,RS,23
4543,Santo Antônio de Goiás,GO,8
4544,Santo Antônio de Jesus,BA,4
4545,Santo Antônio de Lisboa,PI,17
4546,Santo Antônio de Pádua,RJ,21
4547,Santo Antônio de Posse,SP,26
4548,Santo Antônio do Amparo,MG,12
4549,Santo Antônio do Aracanguá,SP,26
4550,Santo Antônio do Aventureiro,MG,12
4551,Santo Antônio do Caiuá,PR,18
4552,Santo Antônio do Descoberto,GO,8
4553,Santo Antônio do Grama,MG,12
4554,Santo Antônio do Içá,AM,2
4555,Santo Antônio do Itambé,MG,12
4556,Santo Antônio do Jacinto,MG,12
4557,Santo Antônio do Jardim,SP,26
4558,Santo Antônio do Leste,MT,13
4559,Santo Antônio do Leverger,MT,13
4560,Santo Antônio do Monte,MG,12
4561,Santo Antônio do Palma,RS,23
4562,Santo Antônio do Paraíso,PR,18
4563,Santo Antônio do Pinhal,SP,26
4564,Santo Antônio do Planalto,RS,23
4565,Santo Antônio do Retiro,MG,12
4566,Santo Antônio do Rio Abaixo,MG,12
4567,Santo Antônio do Sudoeste,PR,18
4568,Santo Antônio do Tauá,PA,13
4569,Santo Antônio dos Lopes,MA,9
4570,Santo Antônio dos Milagres,PI,17
4571,Santo Augusto,RS,23
4572,Santo Cristo,RS,23
4573,Santo Estêvão,BA,4
4574,Santo Expedito,SP,26
4575,Santo Expedito do Sul,RS,23
4576,Santo Hipólito,MG,12
4577,Santo Inácio,PR,18
4578,Santo Inácio do Piauí,PI,17
4579,Santópolis do Aguapeí,SP,26
4580,Santos,SP,26
4581,Santos Dumont,MG,12
4582,São Benedito,CE,5
4583,São Benedito do Rio Preto,MA,9
4584,São Benedito do Sul,PE,16
4585,São Bentinho,PB,16
4586,São Bento,MA,9
4587,São Bento,PB,16
4588,São Bento Abade,MG,12
4589,São Bento do Norte,RN,21
4590,São Bento do Sapucaí,SP,26
4591,São Bento do Sul,SC,25
4592,São Bento do Tocantins,TO,26
4593,São Bento do Trairí,RN,21
4594,São Bento do Una,PE,16
4595,São Bernardino,SC,25
4596,São Bernardo,MA,9
4597,São Bernardo do Campo,SP,26
4598,São Bonifácio,SC,25
4599,São Borja,RS,23
4600,São Brás,AL,1
4601,São Brás do Suaçuí,MG,12
4602,São Braz do Piauí,PI,17
4603,São Caetano de Odivelas,PA,13
4604,São Caetano do Sul,SP,26
4605,São Caitano,PE,16
4606,São Carlos,SP,26
4607,São Carlos,SC,25
4608,São Carlos do Ivaí,PR,18
4609,São Cristóvão,SE,25
4610,São Cristóvão do Sul,SC,25
4611,São Desidério,BA,4
4612,São Domingos,PB,16
4613,São Domingos,SE,25
4614,São Domingos,BA,4
4615,São Domingos,SC,25
4616,São Domingos,GO,8
4617,São Domingos das Dores,MG,12
4618,São Domingos do Araguaia,PA,13
4619,São Domingos do Azeitão,MA,9
4620,São Domingos do Capim,PA,13
4621,São Domingos do Cariri,PB,16
4622,São Domingos do Maranhão,MA,9
4623,São Domingos do Norte,ES,7
4624,São Domingos do Prata,MG,12
4625,São Domingos do Sul,RS,23
4626,São Felipe,BA,4
4627,São Felipe D'Oeste,RO,21
4628,São Félix,BA,4
4629,São Félix de Balsas,MA,9
4630,São Félix de Minas,MG,12
4631,São Félix do Araguaia,MT,13
4632,São Félix do Coribe,BA,4
4633,São Félix do Piauí,PI,17
4634,São Félix do Tocantins,TO,26
4635,São Félix do Xingu,PA,13
4636,São Fernando,RN,21
4637,São Fidélis,RJ,21
4638,São Francisco,PB,16
4639,São Francisco,SE,25
4640,São Francisco,MG,12
4641,São Francisco,SP,26
4642,São Francisco de Assis,RS,23
4643,São Francisco de Assis do Piauí,PI,17
4644,São Francisco de Goiás,GO,8
4645,São Francisco de Itabapoana,RJ,21
4646,São Francisco de Paula,MG,12
4647,São Francisco de Paula,RS,23
4648,São Francisco de Sales,MG,12
4649,São Francisco do Brejão,MA,9
4650,São Francisco do Conde,BA,4
4651,São Francisco do Glória,MG,12
4652,São Francisco do Guaporé,RO,21
4653,São Francisco do Maranhão,MA,9
4654,São Francisco do Oeste,RN,21
4655,São Francisco do Pará,PA,13
4656,São Francisco do Piauí,PI,17
4657,São Francisco do Sul,SC,25
4658,São Gabriel,BA,4
4659,São Gabriel,RS,23
4660,São Gabriel da Cachoeira,AM,2
4661,São Gabriel da Palha,ES,7
4662,São Gabriel do Oeste,MS,13
4663,São Geraldo,MG,12
4664,São Geraldo da Piedade,MG,12
4665,São Geraldo do Araguaia,PA,13
4666,São Geraldo do Baixio,MG,12
4667,São Gonçalo,RJ,21
4668,São Gonçalo do Abaeté,MG,12
4669,São Gonçalo do Amarante,CE,5
4670,São Gonçalo do Amarante,RN,21
4671,São Gonçalo do Gurguéia,PI,17
4672,São Gonçalo do Pará,MG,12
4673,São Gonçalo do Piauí,PI,17
4674,São Gonçalo do Rio Abaixo,MG,12
4675,São Gonçalo do Rio Preto,MG,12
4676,São Gonçalo do Sapucaí,MG,12
4677,São Gonçalo dos Campos,BA,4
4678,São Gotardo,MG,12
4679,São Jerônimo,RS,23
4680,São Jerônimo da Serra,PR,18
4681,São João,PE,16
4682,São João,PR,18
4683,São João Batista,MA,9
4684,São João Batista,SC,25
4685,São João Batista do Glória,MG,12
4686,São João d'Aliança,GO,8
4687,São João da Baliza,RR,23
4688,São João da Barra,RJ,21
4689,São João da Boa Vista,SP,26
4690,São João da Canabrava,PI,17
4691,São João da Fronteira,PI,17
4692,São João da Lagoa,MG,12
4693,São João da Mata,MG,12
4694,São João da Paraúna,GO,8
4695,São João da Ponta,PA,13
4696,São João da Ponte,MG,12
4697,São João da Serra,PI,17
4698,São João da Urtiga,RS,23
4699,São João da Varjota,PI,17
4700,São João das Duas Pontes,SP,26
4701,São João das Missões,MG,12
4702,São João de Iracema,SP,26
4703,São João de Meriti,RJ,21
4704,São João de Pirabas,PA,13
4705,São João del Rei,MG,12
4706,São João do Araguaia,PA,13
4707,São João do Arraial,PI,17
4708,São João do Caiuá,PR,18
4709,São João do Cariri,PB,16
4710,São João do Carú,MA,9
4711,São João do Itaperiú,SC,25
4712,São João do Ivaí,PR,18
4713,São João do Jaguaribe,CE,5
4714,São João do Manhuaçu,MG,12
4715,São João do Manteninha,MG,12
4716,São João do Oeste,SC,25
4717,São João do Oriente,MG,12
4718,São João do Pacuí,MG,12
4719,São João do Paraíso,MA,9
4720,São João do Paraíso,MG,12
4721,São João do Pau d'Alho,SP,26
4722,São João do Piauí,PI,17
4723,São João do Polêsine,RS,23
4724,São João do Rio do Peixe,PB,16
4725,São João do Sabugi,RN,21
4726,São João do Soter,MA,9
4727,São João do Sul,SC,25
4728,São João do Tigre,PB,16
4729,São João do Triunfo,PR,18
4730,São João dos Patos,MA,9
4731,São João Evangelista,MG,12
4732,São João Nepomuceno,MG,12
4733,São Joaquim,SC,25
4734,São Joaquim da Barra,SP,26
4735,São Joaquim de Bicas,MG,12
4736,São Joaquim do Monte,PE,16
4737,São Jorge,RS,23
4738,São Jorge d'Oeste,PR,18
4739,São Jorge do Ivaí,PR,18
4740,São Jorge do Patrocínio,PR,18
4741,São José,SC,25
4742,São José da Barra,MG,12
4743,São José da Bela Vista,SP,26
4744,São José da Boa Vista,PR,18
4745,São José da Coroa Grande,PE,16
4746,São José da Lagoa Tapada,PB,16
4747,São José da Laje,AL,1
4748,São José da Lapa,MG,12
4749,São José da Safira,MG,12
4750,São José da Tapera,AL,1
4751,São José da Varginha,MG,12
4752,São José da Vitória,BA,4
4753,São José das Missões,RS,23
4754,São José das Palmeiras,PR,18
4755,São José de Caiana,PB,16
4756,São José de Espinharas,PB,16
4757,São José de Mipibu,RN,21
4758,São José de Piranhas,PB,16
4759,São José de Princesa,PB,16
4760,São José de Ribamar,MA,9
4761,São José de Ubá,RJ,21
4762,São José do Alegre,MG,12
4763,São José do Barreiro,SP,26
4764,São José do Belmonte,PE,16
4765,São José do Bonfim,PB,16
4766,São José do Brejo do Cruz,PB,16
4767,São José do Calçado,ES,7
4768,São José do Campestre,RN,21
4769,São José do Cedro,SC,25
4770,São José do Cerrito,SC,25
4771,São José do Divino,PI,17
4772,São José do Divino,MG,12
4773,São José do Egito,PE,16
4774,São José do Goiabal,MG,12
4775,São José do Herval,RS,23
4776,São José do Hortêncio,RS,23
4777,São José do Inhacorá,RS,23
4778,São José do Jacuípe,BA,4
4779,São José do Jacuri,MG,12
4780,São José do Mantimento,MG,12
4781,São José do Norte,RS,23
4782,São José do Ouro,RS,23
4783,São José do Peixe,PI,17
4784,São José do Piauí,PI,17
4785,São José do Povo,MT,13
4786,São José do Rio Claro,MT,13
4787,São José do Rio Pardo,SP,26
4788,São José do Rio Preto,SP,26
4789,São José do Sabugi,PB,16
4790,São José do Seridó,RN,21
4791,São José do Sul,RS,23
4792,São José do Vale do Rio Preto,RJ,21
4793,São José do Xingu,MT,13
4794,São José dos Ausentes,RS,23
4795,São José dos Basílios,MA,9
4796,São José dos Campos,SP,26
4797,São José dos Cordeiros,PB,16
4798,São José dos Pinhais,PR,18
4799,São José dos Quatro Marcos,MT,13
4800,São José dos Ramos,PB,16
4801,São Julião,PI,17
4802,São Leopoldo,RS,23
4803,São Lourenço,MG,12
4804,São Lourenço da Mata,PE,16
4805,São Lourenço da Serra,SP,26
4806,São Lourenço do Oeste,SC,25
4807,São Lourenço do Piauí,PI,17
4808,São Lourenço do Sul,RS,23
4809,São Ludgero,SC,25
4810,São Luís,MA,9
4811,São Luís de Montes Belos,GO,8
4812,São Luís do Curu,CE,5
4813,São Luis do Piauí,PI,17
4814,São Luís do Quitunde,AL,1
4815,São Luís Gonzaga do Maranhão,MA,9
4816,São Luiz,RR,23
4817,São Luiz do Norte,GO,8
4818,São Luiz do Paraitinga,SP,26
4819,São Luiz Gonzaga,RS,23
4820,São Mamede,PB,16
4821,São Manoel do Paraná,PR,18
4822,São Manuel,SP,26
4823,São Marcos,RS,23
4824,São Martinho,SC,25
4825,São Martinho,RS,23
4826,São Martinho da Serra,RS,23
4827,São Mateus,ES,7
4828,São Mateus do Maranhão,MA,9
4829,São Mateus do Sul,PR,18
4830,São Miguel,RN,21
4831,São Miguel Arcanjo,SP,26
4832,São Miguel da Baixa Grande,PI,17
4833,São Miguel da Boa Vista,SC,25
4834,São Miguel das Matas,BA,4
4835,São Miguel das Missões,RS,23
4836,São Miguel de Taipu,PB,16
4837,São Miguel do Aleixo,SE,25
4838,São Miguel do Anta,MG,12
4839,São Miguel do Araguaia,GO,8
4840,São Miguel do Fidalgo,PI,17
4841,São Miguel do Gostoso,RN,21
4842,São Miguel do Guamá,PA,13
4843,São Miguel do Guaporé,RO,21
4844,São Miguel do Iguaçu,PR,18
4845,São Miguel do Oeste,SC,25
4846,São Miguel do Passa Quatro,GO,8
4847,São Miguel do Tapuio,PI,17
4848,São Miguel do Tocantins,TO,26
4849,São Miguel dos Campos,AL,1
4850,São Miguel dos Milagres,AL,1
4851,São Nicolau,RS,23
4852,São Patrício,GO,8
4853,São Paulo,SP,26
4854,São Paulo das Missões,RS,23
4855,São Paulo de Olivença,AM,2
4856,São Paulo do Potengi,RN,21
4857,São Pedro,RN,21
4858,São Pedro,SP,26
4859,São Pedro da Água Branca,MA,9
4860,São Pedro da Aldeia,RJ,21
4861,São Pedro da Cipa,MT,13
4862,São Pedro da Serra,RS,23
4863,São Pedro da União,MG,12
4864,São Pedro das Missões,RS,23
4865,São Pedro de Alcântara,SC,25
4866,São Pedro do Butiá,RS,23
4867,São Pedro do Iguaçu,PR,18
4868,São Pedro do Ivaí,PR,18
4869,São Pedro do Paraná,PR,18
4870,São Pedro do Piauí,PI,17
4871,São Pedro do Suaçuí,MG,12
4872,São Pedro do Sul,RS,23
4873,São Pedro do Turvo,SP,26
4874,São Pedro dos Crentes,MA,9
4875,São Pedro dos Ferros,MG,12
4876,São Rafael,RN,21
4877,São Raimundo das Mangabeiras,MA,9
4878,São Raimundo do Doca Bezerra,MA,9
4879,São Raimundo Nonato,PI,17
4880,São Roberto,MA,9
4881,São Romão,MG,12
4882,São Roque,SP,26
4883,São Roque de Minas,MG,12
4884,São Roque do Canaã,ES,7
4885,São Salvador do Tocantins,TO,26
4886,São Sebastião,AL,1
4887,São Sebastião,SP,26
4888,São Sebastião da Amoreira,PR,18
4889,São Sebastião da Bela Vista,MG,12
4890,São Sebastião da Boa Vista,PA,13
4891,São Sebastião da Grama,SP,26
4892,São Sebastião da Vargem Alegre,MG,12
4893,São Sebastião de Lagoa de Roça,PB,16
4894,São Sebastião do Alto,RJ,21
4895,São Sebastião do Anta,MG,12
4896,São Sebastião do Caí,RS,23
4897,São Sebastião do Maranhão,MG,12
4898,São Sebastião do Oeste,MG,12
4899,São Sebastião do Paraíso,MG,12
4900,São Sebastião do Passé,BA,4
4901,São Sebastião do Rio Preto,MG,12
4902,São Sebastião do Rio Verde,MG,12
4903,São Sebastião do Tocantins,TO,26
4904,São Sebastião do Uatumã,AM,2
4905,São Sebastião do Umbuzeiro,PB,16
4906,São Sepé,RS,23
4907,São Simão,SP,26
4908,São Simão,GO,8
4909,São Tiago,MG,12
4910,São Tomás de Aquino,MG,12
4911,São Tomé,RN,21
4912,São Tomé,PR,18
4913,São Tomé das Letras,MG,12
4914,São Valentim,RS,23
4915,São Valentim do Sul,RS,23
4916,São Valério,TO,26
4917,São Valério do Sul,RS,23
4918,São Vendelino,RS,23
4919,São Vicente,RN,21
4920,São Vicente,SP,26
4921,São Vicente de Minas,MG,12
4922,São Vicente do Seridó,PB,16
4923,São Vicente do Sul,RS,23
4924,São Vicente Ferrer,MA,9
4925,São Vicente Férrer,PE,16
4926,Sapé,PB,16
4927,Sapeaçu,BA,4
4928,Sapezal,MT,13
4929,Sapiranga,RS,23
4930,Sapopema,PR,18
4931,Sapucaí-Mirim,MG,12
4932,Sapucaia,PA,13
4933,Sapucaia,RJ,21
4934,Sapucaia do Sul,RS,23
4935,Saquarema,RJ,21
4936,Sarandi,PR,18
4937,Sarandi,RS,23
4938,Sarapuí,SP,26
4939,Sardoá,MG,12
4940,Sarutaiá,SP,26
4941,Sarzedo,MG,12
4942,Sátiro Dias,BA,4
4943,Satuba,AL,1
4944,Satubinha,MA,9
4945,Saubara,BA,4
4946,Saudade do Iguaçu,PR,18
4947,Saudades,SC,25
4948,Saúde,BA,4
4949,Schroeder,SC,25
4950,Seabra,BA,4
4951,Seara,SC,25
4952,Sebastianópolis do Sul,SP,26
4953,Sebastião Barros,PI,17
4954,Sebastião Laranjeiras,BA,4
4955,Sebastião Leal,PI,17
4956,Seberi,RS,23
4957,Sede Nova,RS,23
4958,Segredo,RS,23
4959,Selbach,RS,23
4960,Selvíria,MS,13
4961,Sem-Peixe,MG,12
4962,Sena Madureira,AC,1
4963,Senador Alexandre Costa,MA,9
4964,Senador Amaral,MG,12
4965,Senador Canedo,GO,8
4966,Senador Cortes,MG,12
4967,Senador Elói de Souza,RN,21
4968,Senador Firmino,MG,12
4969,Senador Georgino Avelino,RN,21
4970,Senador Guiomard,AC,1
4971,Senador José Bento,MG,12
4972,Senador José Porfírio,PA,13
4973,Senador La Rocque,MA,9
4974,Senador Modestino Gonçalves,MG,12
4975,Senador Pompeu,CE,5
4976,Senador Rui Palmeira,AL,1
4977,Senador Sá,CE,5
4978,Senador Salgado Filho,RS,23
4979,Sengés,PR,18
4980,Senhor do Bonfim,BA,4
4981,Senhora de Oliveira,MG,12
4982,Senhora do Porto,MG,12
4983,Senhora dos Remédios,MG,12
4984,Sentinela do Sul,RS,23
4985,Sento Sé,BA,4
4986,Serafina Corrêa,RS,23
4987,Sericita,MG,12
4988,Seringueiras,RO,21
4989,Sério,RS,23
4990,Seritinga,MG,12
4991,Seropédica,RJ,21
4992,Serra,ES,7
4993,Serra Alta,SC,25
4994,Serra Azul,SP,26
4995,Serra Azul de Minas,MG,12
4996,Serra Branca,PB,16
4997,Serra Caiada,RN,21
4998,Serra da Raiz,PB,16
4999,Serra da Saudade,MG,12
5000,Serra de São Bento,RN,21
5001,Serra do Mel,RN,21
5002,Serra do Navio,AP,4
5003,Serra do Ramalho,BA,4
5004,Serra do Salitre,MG,12
5005,Serra dos Aimorés,MG,12
5006,Serra Dourada,BA,4
5007,Serra Grande,PB,16
5008,Serra Negra,SP,26
5009,Serra Negra do Norte,RN,21
5010,Serra Nova Dourada,MT,13
5011,Serra Preta,BA,4
5012,Serra Redonda,PB,16
5013,Serra Talhada,PE,16
5014,Serrana,SP,26
5015,Serrania,MG,12
5016,Serrano do Maranhão,MA,9
5017,Serranópolis,GO,8
5018,Serranópolis de Minas,MG,12
5019,Serranópolis do Iguaçu,PR,18
5020,Serranos,MG,12
5021,Serraria,PB,16
5022,Serrinha,RN,21
5023,Serrinha,BA,4
5024,Serrinha dos Pintos,RN,21
5025,Serrita,PE,16
5026,Serro,MG,12
5027,Serrolândia,BA,4
5028,Sertaneja,PR,18
5029,Sertânia,PE,16
5030,Sertanópolis,PR,18
5031,Sertão,RS,23
5032,Sertão Santana,RS,23
5033,Sertãozinho,PB,16
5034,Sertãozinho,SP,26
5035,Sete Barras,SP,26
5036,Sete de Setembro,RS,23
5037,Sete Lagoas,MG,12
5038,Sete Quedas,MS,13
5039,Setubinha,MG,12
5040,Severiano de Almeida,RS,23
5041,Severiano Melo,RN,21
5042,Severínia,SP,26
5043,Siderópolis,SC,25
5044,Sidrolândia,MS,13
5045,Sigefredo Pacheco,PI,17
5046,Silva Jardim,RJ,21
5047,Silvânia,GO,8
5048,Silvanópolis,TO,26
5049,Silveira Martins,RS,23
5050,Silveirânia,MG,12
5051,Silveiras,SP,26
5052,Silves,AM,2
5053,Silvianópolis,MG,12
5054,Simão Dias,SE,25
5055,Simão Pereira,MG,12
5056,Simões,PI,17
5057,Simões Filho,BA,4
5058,Simolândia,GO,8
5059,Simonésia,MG,12
5060,Simplício Mendes,PI,17
5061,Sinimbu,RS,23
5062,Sinop,MT,13
5063,Siqueira Campos,PR,18
5064,Sirinhaém,PE,16
5065,Siriri,SE,25
5066,Sítio d'Abadia,GO,8
5067,Sítio do Mato,BA,4
5068,Sítio do Quinto,BA,4
5069,Sítio Novo,MA,9
5070,Sítio Novo,RN,21
5071,Sítio Novo do Tocantins,TO,26
5072,Sobradinho,BA,4
5073,Sobradinho,RS,23
5074,Sobrado,PB,16
5075,Sobral,CE,5
5076,Sobrália,MG,12
5077,Socorro,SP,26
5078,Socorro do Piauí,PI,17
5079,Solânea,PB,16
5080,Soledade,PB,16
5081,Soledade,RS,23
5082,Soledade de Minas,MG,12
5083,Solidão,PE,16
5084,Solonópole,CE,5
5085,Sombrio,SC,25
5086,Sonora,MS,13
5087,Sooretama,ES,7
5088,Sorocaba,SP,26
5089,Sorriso,MT,13
5090,Sossêgo,PB,16
5091,Soure,PA,13
5092,Sousa,PB,16
5093,Souto Soares,BA,4
5094,Sucupira,TO,26
5095,Sucupira do Norte,MA,9
5096,Sucupira do Riachão,MA,9
5097,Sud Mennucci,SP,26
5098,Sul Brasil,SC,25
5099,Sulina,PR,18
5100,Sumaré,SP,26
5101,Sumé,PB,16
5102,Sumidouro,RJ,21
5103,Surubim,PE,16
5104,Sussuapara,PI,17
5105,Suzanápolis,SP,26
5106,Suzano,SP,26
5107,Tabaí,RS,23
5108,Tabaporã,MT,13
5109,Tabapuã,SP,26
5110,Tabatinga,AM,2
5111,Tabatinga,SP,26
5112,Tabira,PE,16
5113,Taboão da Serra,SP,26
5114,Tabocão,TO,26
5115,Tabocas do Brejo Velho,BA,4
5116,Taboleiro Grande,RN,21
5117,Tabuleiro,MG,12
5118,Tabuleiro do Norte,CE,5
5119,Tacaimbó,PE,16
5120,Tacaratu,PE,16
5121,Taciba,SP,26
5122,Tacima,PB,16
5123,Tacuru,MS,13
5124,Taguaí,SP,26
5125,Taguatinga,TO,26
5126,Taiaçu,SP,26
5127,Tailândia,PA,13
5128,Taió,SC,25
5129,Taiobeiras,MG,12
5130,Taipas do Tocantins,TO,26
5131,Taipu,RN,21
5132,Taiúva,SP,26
5133,Talismã,TO,26
5134,Tamandaré,PE,16
5135,Tamarana,PR,18
5136,Tambaú,SP,26
5137,Tamboara,PR,18
5138,Tamboril,CE,5
5139,Tamboril do Piauí,PI,17
5140,Tanabi,SP,26
5141,Tangará,RN,21
5142,Tangará,SC,25
5143,Tangará da Serra,MT,13
5144,Tanguá,RJ,21
5145,Tanhaçu,BA,4
5146,Tanque d'Arca,AL,1
5147,Tanque do Piauí,PI,17
5148,Tanque Novo,BA,4
5149,Tanquinho,BA,4
5150,Taparuba,MG,12
5151,Tapauá,AM,2
5152,Tapejara,PR,18
5153,Tapejara,RS,23
5154,Tapera,RS,23
5155,Taperoá,PB,16
5156,Taperoá,BA,4
5157,Tapes,RS,23
5158,Tapira,MG,12
5159,Tapira,PR,18
5160,Tapiraí,MG,12
5161,Tapiraí,SP,26
5162,Tapiramutá,BA,4
5163,Tapiratiba,SP,26
5164,Tapurah,MT,13
5165,Taquara,RS,23
5166,Taquaraçu de Minas,MG,12
5167,Taquaral,SP,26
5168,Taquaral de Goiás,GO,8
5169,Taquarana,AL,1
5170,Taquari,RS,23
5171,Taquaritinga,SP,26
5172,Taquaritinga do Norte,PE,16
5173,Taquarituba,SP,26
5174,Taquarivaí,SP,26
5175,Taquaruçu do Sul,RS,23
5176,Taquarussu,MS,13
5177,Tarabai,SP,26
5178,Tarauacá,AC,1
5179,Tarrafas,CE,5
5180,Tartarugalzinho,AP,4
5181,Tarumã,SP,26
5182,Tarumirim,MG,12
5183,Tasso Fragoso,MA,9
5184,Tatuí,SP,26
5185,Tauá,CE,5
5186,Taubaté,SP,26
5187,Tavares,PB,16
5188,Tavares,RS,23
5189,Tefé,AM,2
5190,Teixeira,PB,16
5191,Teixeira de Freitas,BA,4
5192,Teixeira Soares,PR,18
5193,Teixeiras,MG,12
5194,Teixeirópolis,RO,21
5195,Tejuçuoca,CE,5
5196,Tejupá,SP,26
5197,Telêmaco Borba,PR,18
5198,Telha,SE,25
5199,Tenente Ananias,RN,21
5200,Tenente Laurentino Cruz,RN,21
5201,Tenente Portela,RS,23
5202,Tenório,PB,16
5203,Teodoro Sampaio,BA,4
5204,Teodoro Sampaio,SP,26
5205,Teofilândia,BA,4
5206,Teófilo Otoni,MG,12
5207,Teolândia,BA,4
5208,Teotônio Vilela,AL,1
5209,Terenos,MS,13
5210,Teresina,PI,17
5211,Teresina de Goiás,GO,8
5212,Teresópolis,RJ,21
5213,Terezinha,PE,16
5214,Terezópolis de Goiás,GO,8
5215,Terra Alta,PA,13
5216,Terra Boa,PR,18
5217,Terra de Areia,RS,23
5218,Terra Nova,PE,16
5219,Terra Nova,BA,4
5220,Terra Nova do Norte,MT,13
5221,Terra Rica,PR,18
5222,Terra Roxa,SP,26
5223,Terra Roxa,PR,18
5224,Terra Santa,PA,13
5225,Tesouro,MT,13
5226,Teutônia,RS,23
5227,Theobroma,RO,21
5228,Tianguá,CE,5
5229,Tibagi,PR,18
5230,Tibau,RN,21
5231,Tibau do Sul,RN,21
5232,Tietê,SP,26
5233,Tigrinhos,SC,25
5234,Tijucas,SC,25
5235,Tijucas do Sul,PR,18
5236,Timbaúba,PE,16
5237,Timbaúba dos Batistas,RN,21
5238,Timbé do Sul,SC,25
5239,Timbiras,MA,9
5240,Timbó,SC,25
5241,Timbó Grande,SC,25
5242,Timburi,SP,26
5243,Timon,MA,9
5244,Timóteo,MG,12
5245,Tio Hugo,RS,23
5246,Tiradentes,MG,12
5247,Tiradentes do Sul,RS,23
5248,Tiros,MG,12
5249,Tobias Barreto,SE,25
5250,Tocantínia,TO,26
5251,Tocantinópolis,TO,26
5252,Tocantins,MG,12
5253,Tocos do Moji,MG,12
5254,Toledo,MG,12
5255,Toledo,PR,18
5256,Tomar do Geru,SE,25
5257,Tomazina,PR,18
5258,Tombos,MG,12
5259,Tomé-Açu,PA,13
5260,Tonantins,AM,2
5261,Toritama,PE,16
5262,Torixoréu,MT,13
5263,Toropi,RS,23
5264,Torre de Pedra,SP,26
5265,Torres,RS,23
5266,Torrinha,SP,26
5267,Touros,RN,21
5268,Trabiju,SP,26
5269,Tracuateua,PA,13
5270,Tracunhaém,PE,16
5271,Traipu,AL,1
5272,Trairão,PA,13
5273,Trairi,CE,5
5274,Trajano de Moraes,RJ,21
5275,Tramandaí,RS,23
5276,Travesseiro,RS,23
5277,Tremedal,BA,4
5278,Tremembé,SP,26
5279,Três Arroios,RS,23
5280,Três Barras,SC,25
5281,Três Barras do Paraná,PR,18
5282,Três Cachoeiras,RS,23
5283,Três Corações,MG,12
5284,Três Coroas,RS,23
5285,Três de Maio,RS,23
5286,Três Forquilhas,RS,23
5287,Três Fronteiras,SP,26
5288,Três Lagoas,MS,13
5289,Três Marias,MG,12
5290,Três Palmeiras,RS,23
5291,Três Passos,RS,23
5292,Três Pontas,MG,12
5293,Três Ranchos,GO,8
5294,Três Rios,RJ,21
5295,Treviso,SC,25
5296,Treze de Maio,SC,25
5297,Treze Tílias,SC,25
5298,Trindade,PE,16
5299,Trindade,GO,8
5300,Trindade do Sul,RS,23
5301,Triunfo,PB,16
5302,Triunfo,PE,16
5303,Triunfo,RS,23
5304,Triunfo Potiguar,RN,21
5305,Trizidela do Vale,MA,9
